Participant ID,Reaction Time,Correct,Congruency,Social/Non-Social,Block,Block Number
925252,875.07,1,incongruent,Social,First,1
925252,703.345,1,congruent,Social,First,1
925252,549.285,1,congruent,Social,First,1
925252,467.31,1,congruent,Social,First,1
925252,470.665,1,incongruent,Social,First,1
925252,476.715,1,congruent,Social,First,1
925252,488.605,1,congruent,Social,First,1
925252,417.215,1,congruent,Social,First,1
925252,424.76,1,congruent,Social,First,1
925252,370.605,1,incongruent,Social,First,1
925252,428.045,1,congruent,Social,First,1
925252,465.865,1,congruent,Social,First,1
925252,451.505,1,incongruent,Social,First,1
925252,395.42,1,congruent,Social,First,1
925252,418.5,1,incongruent,Social,First,1
925252,454.795,1,incongruent,Social,First,1
925252,596.16,1,congruent,Social,First,1
925252,452.655,1,congruent,Social,First,1
925252,439.69,1,incongruent,Social,First,1
925252,445.255,1,incongruent,Social,First,1
925252,513.29,1,congruent,Social,First,1
925252,467.95,1,incongruent,Social,First,1
925252,438.385,1,congruent,Social,First,1
925252,443.29,1,incongruent,Social,First,1
925252,434.82,1,congruent,Social,First,1
925252,443.085,1,congruent,Social,First,1
925252,403.05,1,incongruent,Social,First,1
925252,455.075,1,incongruent,Social,First,1
925252,505.615,1,congruent,Social,First,1
925252,501.095,1,incongruent,Social,First,1
925252,471.01,1,congruent,Social,First,1
925252,400.44,1,incongruent,Social,First,1
925252,364.85,1,incongruent,Social,First,1
925252,481.225,1,incongruent,Social,First,1
925252,482.29,1,congruent,Social,First,1
925252,413.09,1,incongruent,Social,First,1
925252,477.275,1,congruent,Social,First,1
925252,482.705,1,congruent,Social,First,1
925252,568.89,1,incongruent,Social,First,1
925252,472.07,1,congruent,Social,First,1
925252,506.21,1,incongruent,Social,First,1
925252,430.49,1,congruent,Social,First,1
925252,436.07,1,incongruent,Social,First,1
925252,486.04,1,incongruent,Social,First,1
925252,459.97,1,incongruent,Social,First,1
925252,477.695,1,congruent,Social,First,1
925252,448.43,1,incongruent,Social,First,1
925252,515.295,1,congruent,Social,First,1
925252,466.68,0,congruent,Social,First,1
925252,558.49,1,incongruent,Social,First,1
925252,421.27,1,incongruent,Social,First,1
925252,412.86,1,congruent,Social,First,1
925252,422.065,1,incongruent,Social,First,1
925252,443.125,1,congruent,Social,First,1
925252,445.85,1,congruent,Social,First,1
925252,467.88,1,incongruent,Social,First,1
925252,397.705,1,congruent,Social,First,1
925252,436.62,1,incongruent,Social,First,1
925252,409.96,1,congruent,Social,First,1
925252,466.655,1,congruent,Social,First,1
925252,471.93,1,incongruent,Social,First,1
925252,472.01,1,congruent,Social,First,1
925252,504.425,1,incongruent,Social,First,1
925252,369.93,1,incongruent,Social,First,1
925252,440.67,1,congruent,Social,First,1
925252,685.965,1,congruent,Social,First,1
925252,504.185,1,congruent,Social,First,1
925252,441.37,1,congruent,Social,First,1
925252,418.965,1,incongruent,Social,First,1
925252,413.56,1,congruent,Social,First,1
925252,540.015,1,incongruent,Social,First,1
925252,444.115,1,incongruent,Social,First,1
925252,402.415,1,incongruent,Social,First,1
925252,444.575,1,incongruent,Social,First,1
925252,405.575,1,incongruent,Social,First,1
925252,413.62,1,incongruent,Social,First,1
925252,361.825,1,congruent,Social,First,1
925252,523.5,1,incongruent,Social,First,1
925252,431.545,1,congruent,Social,First,1
925252,485.975,1,incongruent,Social,First,1
925252,396.985,1,congruent,Social,First,1
925252,493.885,1,incongruent,Social,First,1
925252,383.395,1,congruent,Social,First,1
925252,441.59,1,incongruent,Social,First,1
925252,468.28,1,incongruent,Social,First,1
925252,439.835,1,congruent,Social,First,1
925252,488.295,1,congruent,Social,First,1
925252,459.035,1,congruent,Social,First,1
925252,400.85,1,congruent,Social,First,1
925252,410.175,1,incongruent,Social,First,1
925252,387.54,1,incongruent,Social,First,1
925252,709.955,1,incongruent,Social,First,1
925252,540.78,1,congruent,Social,Second,2
925252,398.175,1,congruent,Social,Second,2
925252,411.97,1,congruent,Social,Second,2
925252,358.555,1,incongruent,Social,Second,2
925252,402.125,1,congruent,Social,Second,2
925252,472.19,1,incongruent,Social,Second,2
925252,440.92,1,congruent,Social,Second,2
925252,497.55,1,incongruent,Social,Second,2
925252,432.575,1,incongruent,Social,Second,2
925252,290.705,1,congruent,Social,Second,2
925252,402.515,0,congruent,Social,Second,2
925252,349.405,1,incongruent,Social,Second,2
925252,515.91,1,incongruent,Social,Second,2
925252,470.585,1,congruent,Social,Second,2
925252,399.41,1,congruent,Social,Second,2
925252,331.8,1,incongruent,Social,Second,2
925252,215.005,0,incongruent,Social,Second,2
925252,406.85,1,incongruent,Social,Second,2
925252,416.435,1,incongruent,Social,Second,2
925252,422.935,1,congruent,Social,Second,2
925252,414.495,1,incongruent,Social,Second,2
925252,469.255,1,incongruent,Social,Second,2
925252,426.34,1,incongruent,Social,Second,2
925252,372.755,1,congruent,Social,Second,2
925252,356.735,1,congruent,Social,Second,2
925252,457.495,1,congruent,Social,Second,2
925252,368.155,1,congruent,Social,Second,2
925252,457.515,1,congruent,Social,Second,2
925252,385.55,1,congruent,Social,Second,2
925252,460.11,1,congruent,Social,Second,2
925252,412.045,1,incongruent,Social,Second,2
925252,484.52,1,congruent,Social,Second,2
925252,710.48,1,incongruent,Social,Second,2
925252,451.41,1,incongruent,Social,Second,2
925252,376.77,1,congruent,Social,Second,2
925252,431.93,1,congruent,Social,Second,2
925252,592.71,1,incongruent,Social,Second,2
925252,418.415,1,incongruent,Social,Second,2
925252,447.525,1,incongruent,Social,Second,2
925252,412.695,1,congruent,Social,Second,2
925252,404.29,1,congruent,Social,Second,2
925252,371.85,1,congruent,Social,Second,2
925252,411.81,1,incongruent,Social,Second,2
925252,389.16,1,incongruent,Social,Second,2
925252,414.86,1,incongruent,Social,Second,2
925252,555.725,1,incongruent,Social,Second,2
925252,329.49,1,congruent,Social,Second,2
925252,493.97,1,incongruent,Social,Second,2
925252,568.36,1,congruent,Social,Second,2
925252,742.93,1,incongruent,Social,Second,2
925252,447.12,1,congruent,Social,Second,2
925252,360.37,1,congruent,Social,Second,2
925252,327.945,1,incongruent,Social,Second,2
925252,498.06,1,incongruent,Social,Second,2
925252,451.74,1,incongruent,Social,Second,2
925252,337.155,0,incongruent,Social,Second,2
925252,565.045,1,congruent,Social,Second,2
925252,377.65,1,congruent,Social,Second,2
925252,418.69,1,congruent,Social,Second,2
925252,382.165,1,incongruent,Social,Second,2
925252,470.55,1,congruent,Social,Second,2
925252,397.61,1,incongruent,Social,Second,2
925252,421.295,1,incongruent,Social,Second,2
925252,501.47,1,incongruent,Social,Second,2
925252,590.39,1,congruent,Social,Second,2
925252,495.675,1,incongruent,Social,Second,2
925252,466.02,1,congruent,Social,Second,2
925252,253.45,0,congruent,Social,Second,2
925252,491.96,1,congruent,Social,Second,2
925252,533.29,1,incongruent,Social,Second,2
925252,487.245,1,incongruent,Social,Second,2
925252,459.155,1,congruent,Social,Second,2
925252,399.415,0,incongruent,Social,Second,2
925252,527.135,1,congruent,Social,Second,2
925252,482.605,1,incongruent,Social,Second,2
925252,575.915,1,incongruent,Social,Second,2
925252,531.96,1,incongruent,Social,Second,2
925252,546.365,1,incongruent,Social,Second,2
925252,496.16,1,congruent,Social,Second,2
925252,501.15,1,congruent,Social,Second,2
925252,479.955,1,congruent,Social,Second,2
925252,408.395,1,incongruent,Social,Second,2
925252,490.26,1,congruent,Social,Second,2
925252,445.84,1,congruent,Social,Second,2
925252,468.52,1,incongruent,Social,Second,2
925252,515.29,1,congruent,Social,Second,2
925252,437.73,1,incongruent,Social,Second,2
925252,428.215,1,congruent,Social,Second,2
925252,432.725,1,incongruent,Social,Second,2
925252,537.655,1,congruent,Social,Second,2
925252,501.29,1,congruent,Social,Second,2
925252,727.87,1,congruent,Non-Social,Second,2
925252,423.56,1,congruent,Non-Social,First,3
925252,465.895,1,incongruent,Non-Social,First,3
925252,496.15,1,congruent,Non-Social,First,3
925252,406.27,1,congruent,Non-Social,First,3
925252,444.28,1,congruent,Non-Social,First,3
925252,403.75,0,incongruent,Non-Social,First,3
925252,415.805,1,incongruent,Non-Social,First,3
925252,740.365,1,congruent,Non-Social,First,3
925252,537.31,1,incongruent,Non-Social,First,3
925252,635.665,1,incongruent,Non-Social,First,3
925252,608.27,1,congruent,Non-Social,First,3
925252,731.27,1,congruent,Non-Social,First,3
925252,827.34,1,incongruent,Non-Social,First,3
925252,447.395,1,incongruent,Non-Social,First,3
925252,469.13,1,incongruent,Non-Social,First,3
925252,516.7,1,congruent,Non-Social,First,3
925252,515.2,1,incongruent,Non-Social,First,3
925252,481.025,1,incongruent,Non-Social,First,3
925252,409.16,1,congruent,Non-Social,First,3
925252,449.485,1,incongruent,Non-Social,First,3
925252,407.675,1,incongruent,Non-Social,First,3
925252,535.22,1,incongruent,Non-Social,First,3
925252,679.66,1,congruent,Non-Social,First,3
925252,456.005,1,congruent,Non-Social,First,3
925252,519.3,1,incongruent,Non-Social,First,3
925252,530.72,1,incongruent,Non-Social,First,3
925252,409.295,1,congruent,Non-Social,First,3
925252,547.165,1,incongruent,Non-Social,First,3
925252,561.055,1,congruent,Non-Social,First,3
925252,615.385,1,incongruent,Non-Social,First,3
925252,437.96,1,incongruent,Non-Social,First,3
925252,400.305,1,congruent,Non-Social,First,3
925252,558.715,1,incongruent,Non-Social,First,3
925252,494.645,1,incongruent,Non-Social,First,3
925252,507.705,1,congruent,Non-Social,First,3
925252,627.145,1,congruent,Non-Social,First,3
925252,536.39,1,congruent,Non-Social,First,3
925252,487.65,1,congruent,Non-Social,First,3
925252,431.25,1,congruent,Non-Social,First,3
925252,509.93,1,congruent,Non-Social,First,3
925252,507.685,1,congruent,Non-Social,First,3
925252,463.535,1,congruent,Non-Social,First,3
925252,513.535,1,congruent,Non-Social,First,3
925252,450.94,1,congruent,Non-Social,First,3
925252,516.52,1,congruent,Non-Social,First,3
925252,482.165,1,congruent,Non-Social,First,3
925252,407.655,1,congruent,Non-Social,First,3
925252,552.265,1,incongruent,Non-Social,First,3
925252,427.65,1,congruent,Non-Social,First,3
925252,494.225,1,incongruent,Non-Social,First,3
925252,539.685,1,incongruent,Non-Social,First,3
925252,484.785,1,congruent,Non-Social,First,3
925252,474.295,1,incongruent,Non-Social,First,3
925252,537.86,1,incongruent,Non-Social,First,3
925252,425.72,1,incongruent,Non-Social,First,3
925252,476.91,1,incongruent,Non-Social,First,3
925252,524.135,1,incongruent,Non-Social,First,3
925252,480.205,1,incongruent,Non-Social,First,3
925252,477.44,1,incongruent,Non-Social,First,3
925252,572.015,1,congruent,Non-Social,First,3
925252,411.985,1,incongruent,Non-Social,First,3
925252,436.675,1,incongruent,Non-Social,First,3
925252,429.055,1,congruent,Non-Social,First,3
925252,688.525,1,congruent,Non-Social,First,3
925252,445.91,1,incongruent,Non-Social,First,3
925252,404.705,1,congruent,Non-Social,First,3
925252,414.45,1,congruent,Non-Social,First,3
925252,511.8,1,incongruent,Non-Social,First,3
925252,405.505,1,incongruent,Non-Social,First,3
925252,422.51,1,congruent,Non-Social,First,3
925252,448.305,1,incongruent,Non-Social,First,3
925252,456.74,1,incongruent,Non-Social,First,3
925252,458.5,1,congruent,Non-Social,First,3
925252,414.96,1,incongruent,Non-Social,First,3
925252,395.08,1,congruent,Non-Social,First,3
925252,466.075,1,incongruent,Non-Social,First,3
925252,483.745,1,congruent,Non-Social,First,3
925252,529.94,1,incongruent,Non-Social,First,3
925252,481.94,1,incongruent,Non-Social,First,3
925252,271.03,1,incongruent,Non-Social,First,3
925252,538.26,1,congruent,Non-Social,First,3
925252,411.66,1,incongruent,Non-Social,First,3
925252,551.505,1,congruent,Non-Social,First,3
925252,471.99,1,congruent,Non-Social,First,3
925252,517.51,1,incongruent,Non-Social,First,3
925252,639.26,1,incongruent,Non-Social,First,3
925252,1269.315,1,congruent,Non-Social,First,3
925252,665.46,1,congruent,Non-Social,First,3
925252,453.585,1,incongruent,Non-Social,First,3
925252,490.795,1,congruent,Non-Social,First,3
925252,468.255,1,congruent,Non-Social,First,3
925252,769.65,1,congruent,Non-Social,First,3
925252,399.08,1,incongruent,Non-Social,Second,4
925252,372.61,1,congruent,Non-Social,Second,4
925252,496.73,1,congruent,Non-Social,Second,4
925252,421.51,1,congruent,Non-Social,Second,4
925252,472.665,1,congruent,Non-Social,Second,4
925252,413.715,1,congruent,Non-Social,Second,4
925252,450.2,1,incongruent,Non-Social,Second,4
925252,474.195,1,incongruent,Non-Social,Second,4
925252,502.515,1,congruent,Non-Social,Second,4
925252,578.28,1,incongruent,Non-Social,Second,4
925252,416.23,1,incongruent,Non-Social,Second,4
925252,414.98,1,congruent,Non-Social,Second,4
925252,493.63,1,congruent,Non-Social,Second,4
925252,494.255,1,congruent,Non-Social,Second,4
925252,539.04,1,congruent,Non-Social,Second,4
925252,454.64,1,congruent,Non-Social,Second,4
925252,551.195,1,incongruent,Non-Social,Second,4
925252,516.88,1,congruent,Non-Social,Second,4
925252,561.89,1,incongruent,Non-Social,Second,4
925252,416.46,1,incongruent,Non-Social,Second,4
925252,484.82,1,incongruent,Non-Social,Second,4
925252,429.44,1,incongruent,Non-Social,Second,4
925252,358.695,1,congruent,Non-Social,Second,4
925252,343.17,1,congruent,Non-Social,Second,4
925252,176.12,1,incongruent,Non-Social,Second,4
925252,106.465,1,congruent,Non-Social,Second,4
925252,350.89,0,incongruent,Non-Social,Second,4
925252,321.98,0,congruent,Non-Social,Second,4
925252,397.47,1,incongruent,Non-Social,Second,4
925252,380.485,1,incongruent,Non-Social,Second,4
925252,456.405,1,incongruent,Non-Social,Second,4
925252,395.26,1,congruent,Non-Social,Second,4
925252,434.885,1,congruent,Non-Social,Second,4
925252,442.14,1,incongruent,Non-Social,Second,4
925252,399.76,1,incongruent,Non-Social,Second,4
925252,381.64,1,incongruent,Non-Social,Second,4
925252,500.435,1,congruent,Non-Social,Second,4
925252,455.47,1,incongruent,Non-Social,Second,4
925252,695.535,1,congruent,Non-Social,Second,4
925252,524.335,1,incongruent,Non-Social,Second,4
925252,525.385,1,congruent,Non-Social,Second,4
925252,518.275,1,incongruent,Non-Social,Second,4
925252,427.585,1,congruent,Non-Social,Second,4
925252,628.345,1,incongruent,Non-Social,Second,4
925252,511.28,1,congruent,Non-Social,Second,4
925252,494.15,0,congruent,Non-Social,Second,4
925252,526.86,1,incongruent,Non-Social,Second,4
925252,730.605,1,incongruent,Non-Social,Second,4
925252,691.235,1,congruent,Non-Social,Second,4
925252,433.105,1,congruent,Non-Social,Second,4
925252,516.17,1,incongruent,Non-Social,Second,4
925252,527.255,1,congruent,Non-Social,Second,4
925252,434.555,1,incongruent,Non-Social,Second,4
925252,564.91,1,congruent,Non-Social,Second,4
925252,420.99,1,congruent,Non-Social,Second,4
925252,504.04,1,congruent,Non-Social,Second,4
925252,458.235,1,incongruent,Non-Social,Second,4
925252,518.17,1,congruent,Non-Social,Second,4
925252,505.555,1,congruent,Non-Social,Second,4
925252,383.37,1,congruent,Non-Social,Second,4
925252,377.64,1,incongruent,Non-Social,Second,4
925252,326.71,1,incongruent,Non-Social,Second,4
925252,556.035,1,congruent,Non-Social,Second,4
925252,399.6,1,congruent,Non-Social,Second,4
925252,378.855,1,congruent,Non-Social,Second,4
925252,361.18,0,incongruent,Non-Social,Second,4
925252,510.405,1,incongruent,Non-Social,Second,4
925252,476.345,1,congruent,Non-Social,Second,4
925252,463.91,1,congruent,Non-Social,Second,4
925252,423.965,1,incongruent,Non-Social,Second,4
925252,488.6,1,congruent,Non-Social,Second,4
925252,457.29,1,incongruent,Non-Social,Second,4
925252,505.725,1,incongruent,Non-Social,Second,4
925252,521.67,1,congruent,Non-Social,Second,4
925252,368.375,1,incongruent,Non-Social,Second,4
925252,484.085,1,incongruent,Non-Social,Second,4
925252,396.79,1,congruent,Non-Social,Second,4
925252,466.63,1,incongruent,Non-Social,Second,4
925252,487.775,1,incongruent,Non-Social,Second,4
925252,426.005,1,incongruent,Non-Social,Second,4
925252,415.99,1,congruent,Non-Social,Second,4
925252,83.49999998,0,incongruent,Non-Social,Second,4
925252,379.525,1,incongruent,Non-Social,Second,4
925252,420.395,1,congruent,Non-Social,Second,4
925252,306.995,1,incongruent,Non-Social,Second,4
925252,387.63,1,congruent,Non-Social,Second,4
925252,367.625,0,incongruent,Non-Social,Second,4
925252,453.135,1,incongruent,Non-Social,Second,4
925252,519.895,1,incongruent,Non-Social,Second,4
925252,398.52,1,congruent,Non-Social,Second,4
925252,454.675,1,incongruent,Non-Social,Second,4
927780,1188.36,1,incongruent,Non-Social,First,1
927780,514.95,1,congruent,Non-Social,First,1
927780,605.74,1,incongruent,Non-Social,First,1
927780,429.5,1,congruent,Non-Social,First,1
927780,405.43,1,incongruent,Non-Social,First,1
927780,471.735,1,congruent,Non-Social,First,1
927780,534.855,1,congruent,Non-Social,First,1
927780,381.1,1,congruent,Non-Social,First,1
927780,424.075,1,congruent,Non-Social,First,1
927780,445.925,1,congruent,Non-Social,First,1
927780,632.285,1,incongruent,Non-Social,First,1
927780,434.585,1,incongruent,Non-Social,First,1
927780,486.95,0,incongruent,Non-Social,First,1
927780,565.935,1,incongruent,Non-Social,First,1
927780,406.98,1,congruent,Non-Social,First,1
927780,398.365,1,congruent,Non-Social,First,1
927780,453.365,0,incongruent,Non-Social,First,1
927780,618.41,0,congruent,Non-Social,First,1
927780,684.535,1,congruent,Non-Social,First,1
927780,638.36,1,incongruent,Non-Social,First,1
927780,606.865,1,incongruent,Non-Social,First,1
927780,576.885,0,congruent,Non-Social,First,1
927780,619.715,1,congruent,Non-Social,First,1
927780,559.005,1,incongruent,Non-Social,First,1
927780,492.96,1,congruent,Non-Social,First,1
927780,764.16,1,congruent,Non-Social,First,1
927780,468.71,1,congruent,Non-Social,First,1
927780,784.84,1,incongruent,Non-Social,First,1
927780,528.585,1,incongruent,Non-Social,First,1
927780,616.46,1,congruent,Non-Social,First,1
927780,516.42,1,congruent,Non-Social,First,1
927780,666.205,1,incongruent,Non-Social,First,1
927780,497.13,1,incongruent,Non-Social,First,1
927780,615.305,1,congruent,Non-Social,First,1
927780,482.925,1,congruent,Non-Social,First,1
927780,892.02,0,incongruent,Non-Social,First,1
927780,792.215,1,incongruent,Non-Social,First,1
927780,578.295,1,congruent,Non-Social,First,1
927780,437,1,congruent,Non-Social,First,1
927780,564.47,1,incongruent,Non-Social,First,1
927780,569.99,1,congruent,Non-Social,First,1
927780,532.98,1,congruent,Non-Social,First,1
927780,498.185,1,congruent,Non-Social,First,1
927780,499.96,0,incongruent,Non-Social,First,1
927780,577.23,1,congruent,Non-Social,First,1
927780,552.735,1,incongruent,Non-Social,First,1
927780,531.455,1,congruent,Non-Social,First,1
927780,588.91,1,incongruent,Non-Social,First,1
927780,488.695,1,congruent,Non-Social,First,1
927780,518.235,1,incongruent,Non-Social,First,1
927780,515.94,1,incongruent,Non-Social,First,1
927780,484.855,1,incongruent,Non-Social,First,1
927780,486.23,1,congruent,Non-Social,First,1
927780,760.56,0,incongruent,Non-Social,First,1
927780,561.965,1,congruent,Non-Social,First,1
927780,545.595,1,congruent,Non-Social,First,1
927780,552.66,1,congruent,Non-Social,First,1
927780,594.52,1,incongruent,Non-Social,First,1
927780,656.73,1,incongruent,Non-Social,First,1
927780,548.735,1,incongruent,Non-Social,First,1
927780,709.155,1,incongruent,Non-Social,First,1
927780,480.02,0,incongruent,Non-Social,First,1
927780,602.195,0,congruent,Non-Social,First,1
927780,772.825,1,incongruent,Non-Social,First,1
927780,757.26,1,incongruent,Non-Social,First,1
927780,567.91,1,incongruent,Non-Social,First,1
927780,472.645,1,incongruent,Non-Social,First,1
927780,542.755,1,congruent,Non-Social,First,1
927780,632,1,congruent,Non-Social,First,1
927780,524.355,1,incongruent,Non-Social,First,1
927780,558.605,1,incongruent,Non-Social,First,1
927780,607.07,1,incongruent,Non-Social,First,1
927780,524.085,1,congruent,Non-Social,First,1
927780,518.045,1,congruent,Non-Social,First,1
927780,519.06,1,congruent,Non-Social,First,1
927780,502.25,1,congruent,Non-Social,First,1
927780,604.01,1,congruent,Non-Social,First,1
927780,591.165,1,congruent,Non-Social,First,1
927780,552.45,1,incongruent,Non-Social,First,1
927780,533.585,1,incongruent,Non-Social,First,1
927780,617.96,1,incongruent,Non-Social,First,1
927780,503.53,1,incongruent,Non-Social,First,1
927780,560.15,1,congruent,Non-Social,First,1
927780,581.75,1,incongruent,Non-Social,First,1
927780,470.59,1,incongruent,Non-Social,First,1
927780,394.535,1,incongruent,Non-Social,First,1
927780,604.67,1,congruent,Non-Social,First,1
927780,563.145,1,incongruent,Non-Social,First,1
927780,498.685,1,incongruent,Non-Social,First,1
927780,542.195,1,congruent,Non-Social,First,1
927780,582.05,1,congruent,Non-Social,First,1
927780,603.115,1,congruent,Non-Social,First,1
927780,724.005,1,congruent,Non-Social,Second,2
927780,476.4,1,incongruent,Non-Social,Second,2
927780,492.01,1,congruent,Non-Social,Second,2
927780,476.93,1,congruent,Non-Social,Second,2
927780,551.635,0,incongruent,Non-Social,Second,2
927780,621.065,1,incongruent,Non-Social,Second,2
927780,595.865,1,congruent,Non-Social,Second,2
927780,585.755,1,congruent,Non-Social,Second,2
927780,620.78,1,congruent,Non-Social,Second,2
927780,592.465,1,incongruent,Non-Social,Second,2
927780,749.5,1,congruent,Non-Social,Second,2
927780,586.575,1,congruent,Non-Social,Second,2
927780,647.405,1,incongruent,Non-Social,Second,2
927780,624.85,1,incongruent,Non-Social,Second,2
927780,536.31,1,incongruent,Non-Social,Second,2
927780,591.765,1,congruent,Non-Social,Second,2
927780,536.23,1,incongruent,Non-Social,Second,2
927780,487.06,1,incongruent,Non-Social,Second,2
927780,488.095,1,incongruent,Non-Social,Second,2
927780,625.18,1,incongruent,Non-Social,Second,2
927780,562.125,1,congruent,Non-Social,Second,2
927780,602.845,1,incongruent,Non-Social,Second,2
927780,535.56,1,incongruent,Non-Social,Second,2
927780,592.03,1,congruent,Non-Social,Second,2
927780,474.725,1,congruent,Non-Social,Second,2
927780,522.48,1,congruent,Non-Social,Second,2
927780,740.905,1,incongruent,Non-Social,Second,2
927780,541.225,1,congruent,Non-Social,Second,2
927780,592.31,1,incongruent,Non-Social,Second,2
927780,569.19,1,incongruent,Non-Social,Second,2
927780,471.695,1,congruent,Non-Social,Second,2
927780,639.655,1,incongruent,Non-Social,Second,2
927780,655.95,1,congruent,Non-Social,Second,2
927780,502.865,1,congruent,Non-Social,Second,2
927780,769.72,1,incongruent,Non-Social,Second,2
927780,639.345,1,congruent,Non-Social,Second,2
927780,474.13,1,congruent,Non-Social,Second,2
927780,686.09,1,incongruent,Non-Social,Second,2
927780,535.075,0,incongruent,Non-Social,Second,2
927780,572.52,1,incongruent,Non-Social,Second,2
927780,599.035,1,congruent,Non-Social,Second,2
927780,438.475,1,congruent,Non-Social,Second,2
927780,1024.64,1,congruent,Non-Social,Second,2
927780,672.48,1,congruent,Non-Social,Second,2
927780,472.46,1,incongruent,Non-Social,Second,2
927780,462.155,1,incongruent,Non-Social,Second,2
927780,509.535,1,incongruent,Non-Social,Second,2
927780,607.58,0,incongruent,Non-Social,Second,2
927780,465.37,1,incongruent,Non-Social,Second,2
927780,471.795,1,incongruent,Non-Social,Second,2
927780,516.975,1,congruent,Non-Social,Second,2
927780,424.725,1,congruent,Non-Social,Second,2
927780,582.44,1,incongruent,Non-Social,Second,2
927780,583.82,1,congruent,Non-Social,Second,2
927780,520.345,1,congruent,Non-Social,Second,2
927780,486.315,1,incongruent,Non-Social,Second,2
927780,476.04,1,incongruent,Non-Social,Second,2
927780,656.98,1,incongruent,Non-Social,Second,2
927780,551.125,1,incongruent,Non-Social,Second,2
927780,740.495,0,congruent,Non-Social,Second,2
927780,651.01,1,incongruent,Non-Social,Second,2
927780,519.025,1,congruent,Non-Social,Second,2
927780,500.43,1,congruent,Non-Social,Second,2
927780,591.07,1,incongruent,Non-Social,Second,2
927780,687.27,0,congruent,Non-Social,Second,2
927780,710.935,0,congruent,Non-Social,Second,2
927780,583.145,1,incongruent,Non-Social,Second,2
927780,713.225,0,congruent,Non-Social,Second,2
927780,556.655,1,incongruent,Non-Social,Second,2
927780,577.2,1,congruent,Non-Social,Second,2
927780,645.57,1,congruent,Non-Social,Second,2
927780,632.21,1,congruent,Non-Social,Second,2
927780,601.075,1,congruent,Non-Social,Second,2
927780,574.11,1,incongruent,Non-Social,Second,2
927780,415.66,1,incongruent,Non-Social,Second,2
927780,678.325,1,congruent,Non-Social,Second,2
927780,498.155,1,congruent,Non-Social,Second,2
927780,527.595,1,incongruent,Non-Social,Second,2
927780,419.17,1,incongruent,Non-Social,Second,2
927780,574.88,1,incongruent,Non-Social,Second,2
927780,495.635,1,congruent,Non-Social,Second,2
927780,447.315,1,incongruent,Non-Social,Second,2
927780,525.015,1,congruent,Non-Social,Second,2
927780,509.72,1,congruent,Non-Social,Second,2
927780,639.585,1,incongruent,Non-Social,Second,2
927780,867.31,1,congruent,Non-Social,Second,2
927780,486.7,1,congruent,Non-Social,Second,2
927780,665.56,1,congruent,Non-Social,Second,2
927780,555.035,1,incongruent,Non-Social,Second,2
927780,704.675,1,incongruent,Non-Social,Second,2
927780,1107.035,0,congruent,Non-Social,Second,2
927780,595.415,1,incongruent,Non-Social,Second,2
927780,1935.815,1,incongruent,Social,First,3
927780,637.42,1,incongruent,Social,First,3
927780,563.825,1,congruent,Social,First,3
927780,634.89,1,congruent,Social,First,3
927780,453.235,1,congruent,Social,First,3
927780,516.625,0,incongruent,Social,First,3
927780,529.68,1,incongruent,Social,First,3
927780,633.43,1,congruent,Social,First,3
927780,515.61,1,incongruent,Social,First,3
927780,501.165,1,congruent,Social,First,3
927780,691.79,1,incongruent,Social,First,3
927780,450.095,1,incongruent,Social,First,3
927780,396.14,1,congruent,Social,First,3
927780,448.59,1,congruent,Social,First,3
927780,544.09,1,congruent,Social,First,3
927780,478.725,1,congruent,Social,First,3
927780,806.895,1,incongruent,Social,First,3
927780,14.59499999,0,congruent,Social,First,3
927780,527.805,1,incongruent,Social,First,3
927780,511.1,1,incongruent,Social,First,3
927780,443.13,1,incongruent,Social,First,3
927780,452.08,1,incongruent,Social,First,3
927780,426.085,1,incongruent,Social,First,3
927780,465.055,1,congruent,Social,First,3
927780,510.7,1,congruent,Social,First,3
927780,598.955,1,congruent,Social,First,3
927780,392.56,1,congruent,Social,First,3
927780,734.36,1,incongruent,Social,First,3
927780,439.635,1,congruent,Social,First,3
927780,653.855,1,incongruent,Social,First,3
927780,534.82,1,incongruent,Social,First,3
927780,786.405,1,congruent,Social,First,3
927780,501.81,1,incongruent,Social,First,3
927780,589.21,0,congruent,Social,First,3
927780,627.39,1,incongruent,Social,First,3
927780,641.31,1,congruent,Social,First,3
927780,540.25,1,incongruent,Social,First,3
927780,455.005,1,congruent,Social,First,3
927780,640.16,1,congruent,Social,First,3
927780,474.05,1,congruent,Social,First,3
927780,660.84,1,incongruent,Social,First,3
927780,504.925,1,congruent,Social,First,3
927780,607.38,1,incongruent,Social,First,3
927780,674.575,1,congruent,Social,First,3
927780,550.725,1,incongruent,Social,First,3
927780,455.005,1,congruent,Social,First,3
927780,639.93,1,congruent,Social,First,3
927780,1074.95,1,incongruent,Social,First,3
927780,552.29,1,congruent,Social,First,3
927780,444.605,1,congruent,Social,First,3
927780,491.585,1,incongruent,Social,First,3
927780,416.48,1,congruent,Social,First,3
927780,604.61,1,incongruent,Social,First,3
927780,486.525,1,congruent,Social,First,3
927780,1162.535,1,incongruent,Social,First,3
927780,469.475,1,incongruent,Social,First,3
927780,772.37,1,congruent,Social,First,3
927780,591.8,0,incongruent,Social,First,3
927780,598.92,1,incongruent,Social,First,3
927780,602.59,1,congruent,Social,First,3
927780,744.115,1,incongruent,Social,First,3
927780,625.9,1,congruent,Social,First,3
